#ppt,"","",""
"",eco2,eco2,eco2
TIMESTEP,MEAN(mm),VARIANCE(mm^2),STD_DEV(mm)
2021-02-01T00:00:00Z,12.5928571428571,0,0
2021-03-01T00:00:00Z,18.6935483870968,0,0
2021-04-01T00:00:00Z,20.9633333333333,0,0
2021-05-01T00:00:00Z,23.8,0,0
2021-06-01T00:00:00Z,27.69,0,0
2021-07-01T00:00:00Z,28.9516129032258,0,0
2021-08-01T00:00:00Z,28.8741935483871,0,0
2021-09-01T00:00:00Z,25.8233333333333,0,0
2021-10-01T00:00:00Z,22.0838709677419,0,0
2021-11-01T00:00:00Z,16.3466666666667,0,0
2021-12-01T00:00:00Z,17.0483870967742,0,0
#CO2,"","",""
"",eco2,eco2,eco2
TIMESTEP,MEAN(ppm),VARIANCE(ppm^2),STD_DEV(ppm)
2011-01-01T00:00:00Z,391.33,0,0
2011-02-01T00:00:00Z,391.96,0,0
2011-03-01T00:00:00Z,392.49,0,0
2011-04-01T00:00:00Z,393.40,0,0
2011-05-01T00:00:00Z,394.33,0,0
2011-06-01T00:00:00Z,393.75,0,0
2011-07-01T00:00:00Z,392.64,0,0
2011-08-01T00:00:00Z,390.25,0,0
2011-09-01T00:00:00Z,389.05,0,0
2011-10-01T00:00:00Z,388.98,0,0
2011-11-01T00:00:00Z,390.30,0,0
2011-12-01T00:00:00Z,391.86,0,0
2012-01-01T00:00:00Z,393.13,0,0
2012-02-01T00:00:00Z,393.42,0,0
2012-03-01T00:00:00Z,394.43,0,0
2012-04-01T00:00:00Z,396.51,0,0
2012-05-01T00:00:00Z,396.96,0,0
2012-06-01T00:00:00Z,395.97,0,0
2012-07-01T00:00:00Z,394.60,0,0
2012-08-01T00:00:00Z,392.61,0,0
2012-09-01T00:00:00Z,391.20,0,0
2012-10-01T00:00:00Z,391.09,0,0
2012-11-01T00:00:00Z,393.03,0,0
2012-12-01T00:00:00Z,394.42,0,0
2013-01-01T00:00:00Z,395.69,0,0
2013-02-01T00:00:00Z,396.94,0,0
2013-03-01T00:00:00Z,397.35,0,0
2013-04-01T00:00:00Z,398.44,0,0
2013-05-01T00:00:00Z,400.06,0,0
2013-06-01T00:00:00Z,398.96,0,0
2013-07-01T00:00:00Z,397.46,0,0
2013-08-01T00:00:00Z,395.49,0,0
2013-09-01T00:00:00Z,393.47,0,0
2013-10-01T00:00:00Z,393.77,0,0
2013-11-01T00:00:00Z,395.27,0,0
2013-12-01T00:00:00Z,396.90,0,0
2014-01-01T00:00:00Z,398.01,0,0
2014-02-01T00:00:00Z,398.18,0,0
2014-03-01T00:00:00Z,399.56,0,0
2014-04-01T00:00:00Z,401.44,0,0
2014-05-01T00:00:00Z,401.98,0,0
2014-06-01T00:00:00Z,401.41,0,0
2014-07-01T00:00:00Z,399.17,0,0
2014-08-01T00:00:00Z,397.30,0,0
2014-09-01T00:00:00Z,395.49,0,0
2014-10-01T00:00:00Z,395.74,0,0
2014-11-01T00:00:00Z,397.32,0,0
2014-12-01T00:00:00Z,398.88,0,0
2015-01-01T00:00:00Z,399.94,0,0
2015-02-01T00:00:00Z,400.40,0,0
2015-03-01T00:00:00Z,401.60,0,0
2015-04-01T00:00:00Z,403.53,0,0
2015-05-01T00:00:00Z,404.04,0,0
2015-06-01T00:00:00Z,402.81,0,0
2015-07-01T00:00:00Z,401.54,0,0
2015-08-01T00:00:00Z,398.93,0,0
2015-09-01T00:00:00Z,397.43,0,0
2015-10-01T00:00:00Z,398.22,0,0
2015-11-01T00:00:00Z,400.17,0,0
2015-12-01T00:00:00Z,401.82,0,0
2016-01-01T00:00:00Z,402.58,0,0
2016-02-01T00:00:00Z,404.09,0,0
2016-03-01T00:00:00Z,404.79,0,0
2016-04-01T00:00:00Z,407.50,0,0
2016-05-01T00:00:00Z,407.59,0,0
2016-06-01T00:00:00Z,406.94,0,0
2016-07-01T00:00:00Z,404.43,0,0
2016-08-01T00:00:00Z,402.17,0,0
2016-09-01T00:00:00Z,400.95,0,0
2016-10-01T00:00:00Z,401.43,0,0
2016-11-01T00:00:00Z,403.57,0,0
2016-12-01T00:00:00Z,404.48,0,0
2017-01-01T00:00:00Z,406.00,0,0
2017-02-01T00:00:00Z,406.57,0,0
2017-03-01T00:00:00Z,406.99,0,0
2017-04-01T00:00:00Z,408.88,0,0
2017-05-01T00:00:00Z,409.84,0,0
2017-06-01T00:00:00Z,409.05,0,0
2017-07-01T00:00:00Z,407.13,0,0
2017-08-01T00:00:00Z,405.17,0,0
2017-09-01T00:00:00Z,403.20,0,0
2017-10-01T00:00:00Z,403.57,0,0
2017-11-01T00:00:00Z,405.10,0,0
2017-12-01T00:00:00Z,406.68,0,0
2018-01-01T00:00:00Z,407.98,0,0
2018-02-01T00:00:00Z,408.36,0,0
2018-03-01T00:00:00Z,409.21,0,0
2018-04-01T00:00:00Z,410.24,0,0
2018-05-01T00:00:00Z,411.23,0,0
2018-06-01T00:00:00Z,410.81,0,0
2018-07-01T00:00:00Z,408.83,0,0
2018-08-01T00:00:00Z,407.02,0,0
2018-09-01T00:00:00Z,405.52,0,0
2018-10-01T00:00:00Z,405.93,0,0
2018-11-01T00:00:00Z,408.04,0,0
2018-12-01T00:00:00Z,409.17,0,0
2019-01-01T00:00:00Z,410.85,0,0
2019-02-01T00:00:00Z,411.59,0,0
2019-03-01T00:00:00Z,411.91,0,0
2019-04-01T00:00:00Z,413.46,0,0
2019-05-01T00:00:00Z,414.76,0,0
2019-06-01T00:00:00Z,413.89,0,0
2019-07-01T00:00:00Z,411.78,0,0
2019-08-01T00:00:00Z,410.01,0,0
2019-09-01T00:00:00Z,408.48,0,0
2019-10-01T00:00:00Z,408.40,0,0
2019-11-01T00:00:00Z,410.16,0,0
2019-12-01T00:00:00Z,411.81,0,0
2020-01-01T00:00:00Z,413.30,0,0
2020-02-01T00:00:00Z,414.05,0,0
2020-03-01T00:00:00Z,414.45,0,0
2020-04-01T00:00:00Z,416.11,0,0
2020-05-01T00:00:00Z,417.15,0,0
2020-06-01T00:00:00Z,416.29,0,0
2020-07-01T00:00:00Z,414.42,0,0
2020-08-01T00:00:00Z,412.52,0,0
2020-09-01T00:00:00Z,411.18,0,0
2020-10-01T00:00:00Z,411.12,0,0
2020-11-01T00:00:00Z,412.88,0,0
2020-12-01T00:00:00Z,413.89,0,0
2021-01-01T00:00:00Z,415.15,0,0
2021-02-01T00:00:00Z,416.47,0,0
2021-03-01T00:00:00Z,417.16,0,0
2021-04-01T00:00:00Z,418.24,0,0
2021-05-01T00:00:00Z,418.95,0,0
2021-06-01T00:00:00Z,418.70,0,0
2021-07-01T00:00:00Z,416.65,0,0
2021-08-01T00:00:00Z,414.34,0,0
2021-09-01T00:00:00Z,412.90,0,0
2021-10-01T00:00:00Z,413.55,0,0
2021-11-01T00:00:00Z,414.82,0,0
2021-12-01T00:00:00Z,416.43,0,0
#minrh,"","",""
"",eco2,eco2,eco2
TIMESTEP,MEAN(%),VARIANCE(%^2),STD_DEV(%)
2011-01-01T00:00:00Z,41.0645161290323,0,0
2011-02-01T00:00:00Z,32.6071428571429,0,0
2011-03-01T00:00:00Z,38.6129032258064,0,0
2011-04-01T00:00:00Z,30.7333333333333,0,0
2011-05-01T00:00:00Z,38.0322580645161,0,0
2011-06-01T00:00:00Z,42.0666666666667,0,0
2011-07-01T00:00:00Z,48.6451612903226,0,0
2011-08-01T00:00:00Z,39.4193548387097,0,0
2011-09-01T00:00:00Z,50.2666666666667,0,0
2011-10-01T00:00:00Z,38.1612903225806,0,0
2011-11-01T00:00:00Z,45.6666666666667,0,0
2011-12-01T00:00:00Z,46.741935483871,0,0
2012-01-01T00:00:00Z,46.2258064516129,0,0
2012-02-01T00:00:00Z,38.0344827586207,0,0
2012-03-01T00:00:00Z,34.4193548387097,0,0
